Order ID,Order Date,Ship Date,Ship Mode,Customer Name,Segment,City,State,Category,Sub-Category,Sales,Quantity,Discount,Profit
IND-11539,2022-04-08,2022-04-10,First Class,,Consumer,Indore,Madhya Pradesh,Technology,Copiers,4377.46,1,0.2,41.46
IND-11540,2021-05-12,2021-05-16,First Class,Ritu Patel,Home Office,,Maharashtra,Office Supplies,Labels,2837.98,5,0.1,743.26
IND-11541,2021-06-05,2021-06-09,First Class,Sneha Sharma,Home Office,Jaipur,Rajasthan,Technology,Machines,1099.26,4,0.4,-108.35
IND-11542,2022-10-19,2022-10-23,Same Day,Nitin Kumar,Home Office,Howrah,West Bengal,Furniture,Chairs,1869.65,7,0.0,437.93
IND-11543,2021-09-04,2021-09-05,First Class,Arjun Bansal,Consumer,Mangalore,Karnataka,Office Supplies,Paper,883.53,4,0.3,149.82
IND-11544,2021-07-07,2021-07-10,Second Class,Nitin Mishra,Home Office,Kolkata,West Bengal,Office Supplies,Paper,2966.9,9,0.2,597.1
IND-11545,2023-05-23,2023-05-27,First Class,Vivek Tiwari,Home Office,Bengaluru,Karnataka,Technology,Phones,3135.36,4,0.0,649.56
IND-11546,2021-03-22,2021-03-25,First Class,Anjali Saxena,Corporate,Howrah,West Bengal,Office Supplies,Art,1356.82,1,0.3,232.36
IND-11547,2021-11-24,2021-11-25,Same Day,Amit Tiwari,Home Office,Udaipur,Rajasthan,Furniture,Tables,3104.01,9,0.0,1049.77
IND-11548,2021-08-29,not available,Standard Class,Amit Yadav,Consumer,Mumbai,Maharashtra,Technology,Copiers,2561.08,3,0.2,673.81
IND-11549,2021-03-19,2021-03-21,Second Class,Ritu Saxena,Consumer,Surat,Gujarat,Technology,Phones,3978.54,6,0.3,161.4
IND-11550,2023-04-24,2023-04-28,Standard Class,Nitin Jain,Home Office,New Delhi,  delhi  ,Furniture,Chairs,2131.29,3,0.3,393.5
IND-11551,2021-09-08,2021-09-10,Standard Class,Neha Singh,Home Office,Indore,Madhya Pradesh,Office Supplies,Paper,2441.18,9,0.4,256.19
IND-11552,2022-06-15,2022-06-19,First Class,Ritu Chauhan,Corporate,Coimbatore,Tamil Nadu,Office Supplies,Labels,2244.58,8,0.4,-21.63
IND-11553,2021-09-23,not available,First Class,Neha Patel,Consumer,New Delhi,Delhi,Office Supplies,Art,1233.19,9,0.0,187.58
IND-11554,2023-03-24,2023-03-28,Standard Class,Nitin Jain,Corporate,Howrah,West Bengal,Office Supplies,Binders,2070.83,4,0.4,257.01
IND-11555,2021-05-07,2021-05-09,First Class,Anjali Agarwal,Corporate,Noida,Uttar Pradesh,Technology,Machines,592.7,5,0.2,59.75
IND-11556,2021-09-23,2021-09-24,First Class,Manish Chatterjee,Corporate,Nagpur,Maharashtra,Furniture,Chairs,2270.75,9,0.1,437.69
IND-11557,2022-10-05,2022-10-07,Standard Class,Amit Iyer,Home Office,Ahmedabad,Gujarat,Office Supplies,Labels,4305.24,3,0.0,1552.0
IND-11558,16/05/2023,2023-05-19,Standard Class,Manish Saxena,Corporate,Kanpur,Uttar Pradesh,Technology,Machines,1683.21,3,0.4,-138.53
IND-11559,2022-08-04,2022-08-07,Same Day,Rohit Verma,Corporate,Agra,Uttar Pradesh,Furniture,Furnishings,626.66,8,0.4,-15.26
IND-11560,2021-09-16,2021-09-17,Same Day,Suresh Patel,Home Office,Ahmedabad,Gujarat,Technology,Accessories,809.87,5,0.0,94.52
IND-11561,2022-04-24,2022-04-25,Second Class,Kavita Chauhan,Consumer,Coimbatore,Tamil Nadu,Office Supplies,Labels,1679.55,6,0.4,102.41
IND-11562,2021-11-19,2021-11-22,First Class,Kavita Bansal,Home Office,Kolkata,West Bengal,Technology,Accessories,4179.98,8,N/A,183.15
IND-11563,2023-03-29,2023-03-31,First Class,Kavita Tiwari,Home Office,Kolkata,West Bengal,Technology,Machines,2474.37,2,0.4,232.18
IND-11564,2022-12-08,2022-12-11,Same Day,Sneha Tiwari,Consumer,Kolkata,West Bengal,Office Supplies,Binders,4538.18,7,0.0,847.17
IND-11565,2021-06-02,2021-06-06,Second Class,Kavita Agarwal,Corporate,Bhopal,Madhya Pradesh,Furniture,Chairs,4570.91,5,0.0,866.62
IND-11566,2021-09-11,2021-09-14,Same Day,Deepak Kapoor,Home Office,New Delhi,Delhi,Office Supplies,Labels,2759.27,7,0.3,661.83
IND-11567,2023-02-06,2023-02-10,First Class,Vikas Patel,Home Office,Kolkata,West Bengal,Technology,Machines,4930.32,5,0.2,888.19
IND-11568,2021-08-05,2021-08-09,First Class,Rahul Verma,Home Office,Chennai,Tamil Nadu,Furniture,Chairs,787.54,9,0.0,181.48
IND-11569,2023-03-29,2023-03-30,Second Class,Arjun Jain,Corporate,Kolkata,West Bengal,Technology,Phones,3301.18,4,0.2,710.95
IND-11570,2022-11-18,2022-11-20,Standard Class,Vivek Mehta,Consumer,Agra,Uttar Pradesh,Office Supplies,Labels,4496.04,3,0.4,-186.32
IND-11571,2022-11-24,2022-11-25,Standard Class,Sunita Yadav,Corporate,Howrah,West Bengal,Furniture,Bookcases,3495.62,9,0.4,132.69
IND-11572,2021-05-03,2021-05-05,Same Day,Kavita Joshi,Corporate,Kolkata,West Bengal,Office Supplies,Art,1057.66,8,0.1,213.83
IND-11573,2022-12-16,2022-12-20,First Class,Amit Kapoor,Corporate,Ahmedabad,Gujarat,Furniture,Tables,522.71,4,0.4,79.24
IND-11574,2022-04-19,2022-04-23,First Class,Sneha Chatterjee,Corporate,Bengaluru,Karnataka,Furniture,Tables,3280.03,3,0.3,224.33
IND-11575,2021-07-19,2021-07-22,Second Class,Nitin Chatterjee,Consumer,Kolkata,West Bengal,Furniture,Chairs,1644.53,8,0.1,442.0
IND-11576,2022-02-12,2022-02-13,Standard Class,Ritu Chatterjee,Home Office,Bhopal,Madhya Pradesh,Office Supplies,Art,2768.48,1,0.1,174.27
IND-11577,2022-06-16,2022-06-17,Same Day,Manish Chauhan,Consumer,Vadodara,Gujarat,Technology,Machines,1242.86,3,0.0,324.43
IND-11578,2021-05-07,2021-05-09,Same Day,Sneha Saxena,Corporate,New Delhi,Delhi,Technology,Phones,1063.92,3,0.2,156.43
IND-11579,05/10/2022,2022-10-09,Second Class,Vivek Agarwal,Corporate,Coimbatore,Tamil Nadu,Office Supplies,Storage,2259.1,3,0.2,206.51
IND-11580,2021-07-21,2021-07-25,Second Class,Ritu Singh,Corporate,Mangalore,Karnataka,Office Supplies,Storage,4086.56,1,0.1,980.93
IND-11581,2021-10-21,2021-10-23,Second Class,Rahul Verma,Consumer,Jaipur,Rajasthan,Furniture,Tables,3739.06,5,0.0,898.8
IND-11582,2023-03-23,2023-03-26,Standard Class,Kiran Gupta,Home Office,Jaipur,Rajasthan,Technology,Machines,1110.1,5,0.4,38.62
IND-11583,2022-12-27,2022-12-30,Same Day,Neha Chauhan,Consumer,Kanpur,Uttar Pradesh,FURNITURE,Bookcases,2489.08,1,0.3,34.65
IND-11584,2021-07-01,2021-07-02,First Class,Neha Joshi,Home Office,Indore,Madhya Pradesh,Office Supplies,Binders,4735.72,4,0.3,-228.67
IND-11585,2021-06-25,2021-06-29,First Class,Priya Patel,Consumer,Kolkata,West Bengal,Office Supplies,Paper,1013.54,9,0.1,295.4
IND-11586,2022-10-11,2022-10-15,Second Class,,Corporate,,Maharashtra,Office Supplies,Labels,4840.83,9,0.1,1084.86
IND-11587,2022-11-03,2022-11-04,Standard Class,Rohit Kapoor,Corporate,Howrah,West Bengal,Office Supplies,Binders,1751.31,3,0.0,478.45
IND-11588,2023-06-13,2023-06-14,Standard Class,Rohit Agarwal,Consumer,New Delhi,Delhi,Furniture,Tables,1062.2,7,0.2,246.64
IND-11589,2021-10-11,2021-10-15,Second Class,,Corporate,Kolkata,West Bengal,Office Supplies,Binders,3540.58,8,0.1,658.56
IND-11590,2021-11-19,2021-11-20,Second Class,Vikas Agarwal,Corporate,Jaipur,Rajasthan,Furniture,Chairs,4620.47,8,0.0,778.76
IND-11591,2022-08-21,2022-08-25,First Class,Ritu Kapoor,Home Office,Bhopal,Madhya Pradesh,Office Supplies,Storage,3612.95,6,0.0,1337.87
IND-11592,2022-12-30,2023-01-03,First Class,Arjun Tiwari,Home Office,Udaipur,Rajasthan,Furniture,Bookcases,215.38,6,N/A,32.86
IND-11593,2021-03-09,2021-03-12,Standard Class,Vikas Agarwal,Home Office,Bengaluru,Karnataka,Office Supplies,Paper,2808.75,6,0.2,297.68
IND-11594,2022-07-21,2022-07-22,Same Day,Arjun Kapoor,Consumer,Vadodara,Gujarat,Furniture,Furnishings,3043.93,1,0.4,119.0
IND-11595,2021-01-23,2021-01-24,First Class,Anjali Joshi,Consumer,Ahmedabad,Gujarat,Office Supplies,Paper,4586.16,8,0.3,883.28
IND-11596,2021-10-25,2021-10-26,Second Class,Arjun Kumar,Consumer,Coimbatore,Tamil Nadu,Technology,Phones,4639.13,2,0.4,-253.33
IND-11597,2022-11-07,2022-11-09,Same Day,Kiran Sharma,Home Office,,Rajasthan,Furniture,Tables,289.16,3,0.1,45.99
IND-11598,2022-02-14,2022-02-16,First Class,Kiran Patel,Home Office,Coimbatore,Tamil Nadu,Technology,Machines,3804.72,7,0.3,686.87
IND-11599,2023-02-16,2023-02-17,Same Day,Anjali Pandey,Home Office,Ahmedabad,Gujarat,FURNITURE,Chairs,1153.68,7,0.2,130.07
IND-11600,2022-06-19,2022-06-22,Second Class,Rahul Kumar,Corporate,Mysuru,Karnataka,Technology,Copiers,2940.26,9,0.2,418.11
IND-11601,2022-05-19,2022-05-23,First Class,Pooja Mishra,Corporate,Mumbai,  maharashtra  ,Technology,Copiers,1255.68,9,0.4,141.41
IND-11602,2021-11-23,2021-11-24,Second Class,Vivek Iyer,Consumer,New Delhi,Delhi,Office Supplies,Storage,4731.3,4,0.0,800.41
IND-11603,2023-04-18,2023-04-21,Same Day,Sunita Chatterjee,Home Office,New Delhi,Delhi,Office Supplies,Labels,3668.89,9,0.4,238.36
IND-11604,2023-05-06,2023-05-09,Standard Class,Anjali Kapoor,Home Office,New Delhi,Delhi,Office Supplies,Labels,1106.74,7,0.2,79.64
IND-11605,2023-03-12,2023-03-15,Standard Class,Neha Mishra,Home Office,Howrah,West Bengal,Technology,Accessories,2800.43,3,0.2,275.48
IND-11606,2021-06-21,2021-06-25,Standard Class,Priya Singh,Consumer,New Delhi,Delhi,Office Supplies,Storage,3138.28,9,0.2,938.34
IND-11607,2021-06-23,2021-06-27,Standard Class,Kavita Mishra,Home Office,Indore,Madhya Pradesh,Furniture,Bookcases,1712.97,1,0.3,-25.45
IND-11608,2023-04-09,2023-04-13,First Class,Manish Yadav,Home Office,Bengaluru,Karnataka,Furniture,Furnishings,1919.65,6,0.4,-165.57
IND-11609,2021-06-20,2021-06-24,Second Class,Vikas Kumar,Corporate,Nagpur,Maharashtra,Furniture,Furnishings,2529.16,9,0.2,107.64
IND-11610,2021-09-18,2021-09-20,Same Day,Nitin Mishra,Home Office,Madurai,Tamil Nadu,Office Supplies,Paper,903.04,7,0.2,5.63
IND-11611,2021-09-08,2021-09-09,First Class,Rohit Agarwal,Consumer,Kolkata,West Bengal,Office Supplies,Paper,4994.55,3,0.4,-208.85
IND-11612,2022-08-16,2022-08-18,First Class,Priya Mishra,Home Office,Nashik,Maharashtra,Technology,Machines,1429.3,7,0.4,99.39
IND-11613,2022-10-05,2022-10-08,Same Day,Priya Joshi,Consumer,Howrah,West Bengal,Technology,Copiers,4513.84,4,0.2,303.68
IND-11614,2022-08-05,2022-08-07,Standard Class,Deepak Yadav,Consumer,Mysuru,Karnataka,Office Supplies,Paper,3926.81,3,0.2,47.42
IND-11615,2021-06-25,2021-06-27,Same Day,Kavita Mishra,Home Office,Indore,Madhya Pradesh,Office Supplies,Binders,2732.4,1,0.2,291.64
IND-11616,2021-02-25,2021-03-01,Second Class,Kiran Pandey,Corporate,Nashik,Maharashtra,Furniture,Bookcases,1166.29,2,0.2,309.26
IND-11617,2021-04-04,2021-04-06,First Class,Sunita Saxena,Home Office,Surat,  gujarat  ,Technology,Copiers,3199.17,1,0.0,907.99
IND-11618,2022-01-19,2022-01-20,Standard Class,Amit Saxena,Corporate,Howrah,West Bengal,Technology,Machines,1644.04,9,0.2,221.29
IND-11619,2022-10-27,2022-10-29,Same Day,Nitin Pandey,Consumer,New Delhi,Delhi,Furniture,Furnishings,2267.78,3,0.4,315.05
IND-11620,2022-12-26,2022-12-27,First Class,Priya Jain,Corporate,Chennai,Tamil Nadu,Technology,Machines,1681.56,8,0.3,259.33
IND-11621,2021-11-01,2021-11-02,Standard Class,Neha Mishra,Home Office,Chennai,Tamil Nadu,Furniture,Bookcases,3824.35,2,0.3,147.35
IND-11622,2021-12-05,2021-12-06,First Class,Kavita Mishra,Corporate,Howrah,West Bengal,Furniture,Tables,4260.74,2,0.1,1352.69
IND-11623,2023-04-14,2023-04-18,Standard Class,Vivek Patel,Corporate,Ahmedabad,Gujarat,Office Supplies,Binders,1372.0,6,0.3,-37.74
IND-11624,2021-12-01,2021-12-02,Standard Class,Anjali Kapoor,Consumer,New Delhi,Delhi,Technology,Phones,2993.99,3,0.3,323.46
IND-11625,2022-07-28,2022-07-29,Same Day,Suresh Jain,Home Office,Jaipur,Rajasthan,Furniture,Chairs,2412.49,1,0.2,537.77
IND-11626,2021-05-04,2021-05-07,First Class,Neha Kumar,Corporate,Ahmedabad,Gujarat,Office Supplies,Art,2289.52,6,0.2,659.68
IND-11627,2022-08-24,2022-08-28,Second Class,Arjun Iyer,Corporate,New Delhi,Delhi,Technology,Phones,2131.51,7,0.0,482.71
IND-11628,2022-08-05,2022-08-06,Standard Class,Priya Singh,Home Office,,Gujarat,Furniture,Chairs,4775.87,8,0.4,600.05
IND-11629,2022-09-10,2022-09-12,First Class,Kiran Sharma,Consumer,Lucknow,  uttar pradesh  ,Office Supplies,Art,342.12,5,0.1,93.98
IND-11630,2023-03-12,2023-03-15,Standard Class,Sunita Pandey,Consumer,Mumbai,Maharashtra,Office Supplies,Storage,717.02,2,0.4,-38.07
IND-11631,2021-03-10,2021-03-13,Standard Class,Anjali Joshi,Corporate,Kanpur,  uttar pradesh  ,Technology,Machines,277.13,2,0.4,54.32
IND-11632,2021-05-29,2021-06-02,Same Day,Priya Agarwal,Home Office,Mysuru,Karnataka,Office Supplies,Storage,4561.51,1,0.4,-450.14
IND-11633,2022-12-05,2022-12-07,First Class,Ritu Singh,Consumer,Bhopal,Madhya Pradesh,Technology,Phones,4128.6,1,0.2,638.12
IND-11634,2021-06-09,2021-06-12,Second Class,Suresh Joshi,Consumer,Bhopal,Madhya Pradesh,Office Supplies,Binders,3692.56,7,0.1,527.27
IND-11635,2022-03-09,2022-03-13,First Class,Arjun Chauhan,Corporate,New Delhi,Delhi,Technology,Copiers,1043.4,5,0.3,129.03
IND-11636,2021-12-31,2022-01-02,Standard Class,Manish Mishra,Home Office,Madurai,Tamil Nadu,OFFICE SUPPLIES,Binders,4897.8,1,0.3,142.12
IND-11637,2021-08-27,2021-08-29,Standard Class,Neha Joshi,Consumer,New Delhi,Delhi,Technology,Machines,1851.32,5,0.2,221.89
IND-11638,2021-02-02,2021-02-05,First Class,Arjun Agarwal,Home Office,Nashik,Maharashtra,Technology,Machines,3402.23,9,0.0,915.91
IND-11639,2022-08-29,2022-08-31,First Class,Ankit Iyer,Corporate,Kolkata,West Bengal,Technology,Machines,2715.77,9,0.0,834.63
IND-11640,2022-12-16,2022-12-18,Second Class,Sunita Sharma,Consumer,,Delhi,Office Supplies,Art,1415.66,7,0.0,156.49
IND-11641,2022-05-14,2022-05-18,Standard Class,Rahul Iyer,Home Office,Pune,Maharashtra,Furniture,Furnishings,3626.44,9,0.4,-61.89
IND-11642,2022-09-24,2022-09-25,Same Day,Nitin Patel,Consumer,Coimbatore,Tamil Nadu,Office Supplies,Labels,3953.87,7,0.2,727.12
IND-11643,2023-03-07,2023-03-11,Second Class,Ritu Joshi,Home Office,Indore,Madhya Pradesh,Technology,Accessories,1493.54,2,0.1,363.28
IND-11644,2022-10-26,2022-10-28,Standard Class,Neha Tiwari,Consumer,Lucknow,Uttar Pradesh,Furniture,Chairs,2292.18,5,0.2,647.72
IND-11645,2023-06-08,2023-06-10,Same Day,Vikas Joshi,Corporate,Nagpur,Maharashtra,Office Supplies,Binders,3698.09,7,0.4,-103.9
IND-11646,07/06/2023,2023-06-08,First Class,Rohit Chatterjee,Home Office,Indore,  madhya pradesh  ,Technology,Accessories,4147.47,2,0.1,1061.83
IND-11647,2021-12-04,2021-12-07,Same Day,Pooja Joshi,Corporate,Howrah,West Bengal,Furniture,Tables,732.89,5,0.0,175.71
IND-11648,2023-05-23,2023-05-27,First Class,Amit Singh,Consumer,Ahmedabad,  gujarat  ,Furniture,Tables,1392.26,4,0.1,288.18
IND-11649,2021-03-27,2021-03-29,Second Class,Ritu Chatterjee,Consumer,Vadodara,Gujarat,Office Supplies,Art,939.27,2,0.0,202.73
IND-11650,2021-06-16,2021-06-20,Second Class,Ankit Pandey,Home Office,Chennai,Tamil Nadu,Technology,Machines,215.37,1,0.2,46.9
IND-11651,2021-09-22,2021-09-25,First Class,Sneha Kumar,Corporate,Chennai,Tamil Nadu,Office Supplies,Paper,"2,036.56",2,0.2,276.38
IND-11652,2022-06-07,2022-06-09,First Class,Deepak Patel,Home Office,Bhopal,Madhya Pradesh,Furniture,Bookcases,4768.99,1,0.3,689.1
IND-11653,2022-01-23,2022-01-25,Second Class,Manish Chatterjee,Consumer,,  uttar pradesh  ,Technology,Phones,4740.69,4,0.2,960.95
IND-11654,2023-04-06,2023-04-09,First Class,Suresh Gupta,Corporate,Jaipur,Rajasthan,Furniture,Bookcases,2485.09,8,0.0,931.48
IND-11655,2022-06-27,2022-06-29,First Class,Deepak Bansal,Home Office,Mangalore,Karnataka,Technology,Accessories,267.38,8,0.3,2.73
IND-11656,2021-02-25,2021-03-01,Second Class,Sunita Iyer,Consumer,Udaipur,Rajasthan,Office Supplies,Paper,1115.28,4,0.4,148.98
IND-11657,2021-11-19,2021-11-21,First Class,Sneha Bansal,Home Office,Vadodara,Gujarat,Office Supplies,Storage,3128.31,1,0.1,403.77
IND-11658,2021-05-09,2021-05-13,Standard Class,Ritu Saxena,Consumer,Coimbatore,Tamil Nadu,Technology,Phones,309.67,6,0.0,76.14
IND-11659,2021-11-02,2021-11-04,Standard Class,Pooja Pandey,Home Office,Howrah,West Bengal,Furniture,Tables,735.71,4,0.1,240.7
IND-11660,2022-11-09,2022-11-10,Standard Class,Kavita Iyer,Consumer,Mangalore,Karnataka,Office Supplies,Art,1094.66,2,0.1,77.08
IND-11661,2023-05-21,2023-05-25,Same Day,Suresh Chauhan,Consumer,Ahmedabad,Gujarat,Office Supplies,Art,4953.15,8,0.4,-96.95
IND-11662,2022-09-05,2022-09-07,Second Class,Sneha Jain,Home Office,Howrah,West Bengal,Furniture,Chairs,1205.2,7,0.3,280.61
IND-11663,2022-12-27,2022-12-30,Second Class,Suresh Sharma,Home Office,New Delhi,Delhi,Office Supplies,Art,4490.61,6,0.0,814.26
IND-11664,11/06/2021,2021-06-12,Same Day,Suresh Gupta,Consumer,Howrah,West Bengal,Technology,Accessories,483.45,9,0.1,88.19
IND-11665,2022-08-23,2022-08-24,Second Class,Sneha Mehta,Home Office,Noida,Uttar Pradesh,Technology,Machines,3999.92,5,0.3,375.9
IND-11666,13/02/2023,2023-02-14,Second Class,Sunita Joshi,Home Office,Pune,Maharashtra,Furniture,Tables,2361.55,4,0.4,391.0
IND-11667,2023-02-27,2023-03-01,Standard Class,Suresh Singh,Corporate,Nagpur,Maharashtra,Furniture,Bookcases,4370.6,1,0.3,823.21
IND-11668,2022-09-09,2022-09-11,First Class,Suresh Verma,Consumer,Ahmedabad,Gujarat,Technology,Machines,3310.8,4,0.3,163.8
IND-11669,2021-09-16,2021-09-19,Second Class,Manish Yadav,Home Office,Udaipur,Rajasthan,Technology,Machines,2626.81,9,0.4,167.63
IND-11670,2021-10-10,2021-10-13,First Class,,Home Office,Jaipur,Rajasthan,Furniture,Bookcases,1269.07,5,0.1,200.97
IND-11671,2021-09-19,2021-09-23,First Class,Priya Singh,Home Office,Bhopal,Madhya Pradesh,Technology,Machines,3511.88,1,0.0,699.49
IND-11672,2021-05-20,2021-05-21,Standard Class,Anjali Iyer,Home Office,Bengaluru,Karnataka,Technology,Phones,4031.13,6,0.2,84.58
IND-11673,03/03/2021,2021-03-07,Standard Class,Vivek Mishra,Consumer,Lucknow,Uttar Pradesh,Furniture,Chairs,1188.44,7,0.2,214.71
IND-11674,2021-02-17,not available,First Class,Ankit Gupta,Consumer,Coimbatore,Tamil Nadu,Furniture,Bookcases,4893.83,7,0.2,1294.58
IND-11675,2022-07-05,2022-07-06,First Class,Vikas Pandey,Corporate,Coimbatore,Tamil Nadu,Technology,Machines,2186.32,6,0.0,498.13
IND-11676,2021-04-08,2021-04-10,Second Class,Ritu Chatterjee,Consumer,Madurai,Tamil Nadu,Office Supplies,Storage,2060.05,6,0.1,706.61
IND-11677,2022-11-18,2022-11-20,Same Day,Rahul Joshi,Home Office,Indore,Madhya Pradesh,Furniture,Furnishings,482.39,5,0.1,113.15
IND-11678,2022-06-17,2022-06-20,Second Class,Kiran Kapoor,Home Office,,Delhi,Furniture,Tables,3166.29,6,0.3,393.99
IND-11679,2022-01-23,2022-01-26,Same Day,Manish Agarwal,Corporate,Kanpur,Uttar Pradesh,Technology,Accessories,1897.83,7,0.2,259.99
IND-11680,2022-11-28,2022-12-02,Same Day,Vivek Singh,Corporate,Howrah,West Bengal,FURNITURE,Tables,3385.55,4,0.2,956.53
IND-11681,04/08/2022,2022-08-06,Standard Class,Rahul Bansal,Consumer,Mangalore,Karnataka,Technology,Copiers,3163.34,9,0.4,113.68
IND-11682,2022-07-28,2022-08-01,Standard Class,Sneha Agarwal,Consumer,Indore,  madhya pradesh  ,Office Supplies,Art,3284.91,5,0.3,790.96
IND-11683,2023-02-14,2023-02-17,Same Day,Manish Chauhan,Corporate,Madurai,Tamil Nadu,Furniture,Furnishings,1059.83,9,0.1,283.81
IND-11684,2022-10-26,2022-10-28,Second Class,Ritu Gupta,Consumer,Mangalore,Karnataka,Technology,Copiers,3793.09,2,0.0,836.58
IND-11685,2022-12-21,2022-12-22,Second Class,Kiran Mehta,Home Office,,Delhi,Technology,Phones,557.0,8,0.4,91.47
IND-11686,2021-06-26,2021-06-29,Standard Class,Amit Tiwari,Consumer,Agra,Uttar Pradesh,Office Supplies,Paper,2379.91,7,0.1,407.39
IND-11687,2021-04-04,2021-04-06,First Class,Rahul Patel,Consumer,Nashik,Maharashtra,Furniture,Tables,"4,435.41",2,0.2,453.79
IND-11688,2022-11-08,2022-11-12,First Class,Sneha Patel,Home Office,Indore,Madhya Pradesh,Furniture,Bookcases,1411.44,1,0.2,126.24
IND-11689,2022-10-10,2022-10-13,First Class,Suresh Joshi,Corporate,Udaipur,Rajasthan,Furniture,Tables,2236.96,5,0.3,70.98
IND-11690,2021-02-17,2021-02-19,Standard Class,Kavita Agarwal,Corporate,Noida,Uttar Pradesh,Technology,Copiers,1293.72,3,0.4,-76.57
IND-11691,2022-05-02,2022-05-03,Second Class,Deepak Yadav,Home Office,Agra,Uttar Pradesh,Office Supplies,Storage,3948.07,7,0.4,-188.4
IND-11692,2022-09-14,2022-09-18,First Class,Nitin Verma,Consumer,Lucknow,Uttar Pradesh,Technology,Accessories,1385.13,8,0.3,141.98
IND-11693,2022-05-07,2022-05-11,Second Class,Suresh Singh,Home Office,Coimbatore,Tamil Nadu,Office Supplies,Binders,4780.29,5,0.1,868.04
IND-11694,2023-02-04,2023-02-06,Second Class,Manish Tiwari,Corporate,Mangalore,Karnataka,Office Supplies,Binders,4243.26,6,0.0,1371.99
IND-11695,2021-05-07,2021-05-11,Second Class,Neha Sharma,Home Office,Mysuru,Karnataka,Furniture,Bookcases,1542.04,7,0.1,376.58
IND-11696,2022-08-05,2022-08-09,Standard Class,Ankit Patel,Consumer,Mysuru,Karnataka,Office Supplies,Labels,1344.82,4,0.0,143.25
IND-11697,2022-09-17,2022-09-18,First Class,Kiran Iyer,Corporate,Pune,Maharashtra,Office Supplies,Binders,4623.79,2,0.3,-179.7
IND-11698,2022-12-30,2022-12-31,First Class,Amit Joshi,Home Office,Ahmedabad,Gujarat,Office Supplies,Storage,248.42,7,0.0,92.46
IND-11699,2023-04-23,2023-04-26,Standard Class,Vikas Gupta,Home Office,Kolkata,West Bengal,Furniture,Tables,"4,890.08",5,0.1,1137.53
IND-11700,2022-07-28,2022-07-30,Standard Class,Vivek Yadav,Home Office,,Delhi,Office Supplies,Paper,2297.53,7,0.0,243.82
IND-11701,2021-10-13,2021-10-17,First Class,Neha Mehta,Consumer,Howrah,West Bengal,Technology,Machines,732.54,7,0.3,15.18
IND-11702,2021-11-04,2021-11-06,First Class,Pooja Kumar,Home Office,Kanpur,Uttar Pradesh,Office Supplies,Binders,2361.67,7,0.3,388.76
IND-11703,2021-08-31,2021-09-01,Standard Class,Rahul Sharma,Consumer,Agra,Uttar Pradesh,Furniture,Bookcases,828.5,3,0.4,-70.74
IND-11704,2021-06-20,2021-06-24,Second Class,Arjun Gupta,Corporate,,Tamil Nadu,Office Supplies,Binders,4178.34,2,0.2,1051.57
IND-11705,2022-04-30,2022-05-01,Second Class,Rahul Patel,Consumer,Kanpur,Uttar Pradesh,OFFICE SUPPLIES,Binders,4317.67,5,0.4,348.93
IND-11706,2022-01-05,2022-01-07,Same Day,Kavita Kapoor,Corporate,Indore,Madhya Pradesh,Office Supplies,Binders,829.59,3,0.4,12.79
IND-11707,2022-05-26,2022-05-29,Second Class,Ankit Bansal,Home Office,New Delhi,Delhi,Technology,Machines,2938.91,9,0.4,-192.84
IND-11708,2021-07-02,2021-07-04,First Class,Anjali Saxena,Home Office,Indore,Madhya Pradesh,Furniture,Bookcases,2167.62,3,0.3,53.62
IND-11709,2022-08-25,2022-08-28,First Class,Sunita Singh,Corporate,Udaipur,Rajasthan,Technology,Accessories,4105.85,6,0.0,1259.99
IND-11710,2021-05-01,2021-05-05,Same Day,Vivek Agarwal,Corporate,Bengaluru,Karnataka,Technology,Phones,3991.76,8,0.4,360.05
IND-11711,2022-04-04,2022-04-08,Same Day,Arjun Mishra,Consumer,Jaipur,Rajasthan,Furniture,Chairs,2748.17,2,0.0,813.3
IND-11712,2021-01-23,2021-01-24,Same Day,Manish Agarwal,Corporate,Agra,Uttar Pradesh,Office Supplies,Labels,3036.24,8,0.1,900.54
IND-11713,2023-02-24,2023-02-28,First Class,Pooja Agarwal,Consumer,Noida,Uttar Pradesh,OFFICE SUPPLIES,Paper,4232.16,6,0.0,470.69
IND-11714,2022-12-22,2022-12-25,Second Class,Pooja Kapoor,Consumer,Pune,Maharashtra,Furniture,Chairs,3064.79,9,0.2,210.41
IND-11715,2022-04-10,2022-04-11,Same Day,Rahul Singh,Consumer,Vadodara,Gujarat,Technology,Accessories,1430.76,5,0.1,258.52
IND-11716,2022-08-12,2022-08-14,First Class,Pooja Sharma,Corporate,New Delhi,Delhi,Furniture,Furnishings,4479.94,7,0.1,428.18
IND-11717,2022-03-28,2022-04-01,Same Day,Kavita Yadav,Consumer,Ahmedabad,Gujarat,Technology,Phones,2476.6,1,0.2,158.57
IND-11718,2021-09-13,2021-09-16,Standard Class,Sneha Agarwal,Consumer,Kanpur,Uttar Pradesh,OFFICE SUPPLIES,Paper,1095.62,1,0.2,202.9
IND-11719,2021-11-03,2021-11-04,First Class,Ankit Chauhan,Home Office,Chennai,Tamil Nadu,Technology,Copiers,3795.35,1,0.0,745.96
IND-11720,2022-06-23,2022-06-25,Second Class,Sunita Singh,Consumer,New Delhi,Delhi,Technology,Copiers,3631.66,6,0.0,869.15
